Ni,Nhs,No,activation_function,lr,batch_size,discount_rate,position_weight,position_exponent,angle_weight,angle_exponent,bad_state_penalty,update_target_net_every,num_episodes,final_score,train_time
4,[78],2,<class 'torch.nn.modules.activation.Tanh'>,0.0006451627459995127,77,0.34132463237711247,-1.8904874693522506,3,-1.2256085468997764,2,-2.2506008159206363,28,1000,26.1,0.7496350407600403
4,"[7, 100]",2,<class 'torch.nn.modules.activation.Tanh'>,0.005879344134652612,241,0.3702269989693867,-0.5639937528719838,1,-3.105419932039612,3,-1.8074773727974298,36,1000,10.0,0.5062512397766114
4,[103],2,<class 'torch.nn.modules.activation.Tanh'>,0.23762909019313908,280,0.4728532788665195,-1.429821178580843,3,-0.01776865576982356,2,-1.4818313076887495,23,1000,27.7,1.311724352836609
4,[8],2,<class 'torch.nn.modules.activation.Tanh'>,0.5298896267602841,184,0.9064231656563637,-1.4715773771218503,2,-3.3578351335854704,1,-2.936374900711611,33,1000,136.9,4.352764129638672
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.024824220793669107,209,0.9904591485155594,-0.0376264961921835,2,-3.721821720327272,3,-1.7631951875914853,46,1000,17.8,0.7879647374153137
4,[13],2,<class 'torch.nn.modules.activation.Tanh'>,0.00025759294534177937,110,0.553597920508613,-1.2983176735436224,2,-6.982608106496801,3,-0.5386342679298881,17,1000,22.4,1.0452808380126952
4,[6],2,<class 'torch.nn.modules.activation.Tanh'>,0.6289702917782488,485,0.808094377234466,-0.8687271021852372,2,-3.7130521284662867,3,-2.662238813437949,15,1000,121.3,4.79070504506429
4,"[4, 189]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0005978646408944579,145,0.5295203231303943,-1.0766594406987382,2,-3.574627625976288,3,-0.21361131110902098,47,1000,11.9,0.44346893231074014
4,"[183, 6, 5]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0003587918784016968,439,0.642090770276999,-1.8576239587963506,3,-3.957064370179017,1,-1.3172652502968987,12,1000,9.6,0.5930682818094889
4,"[95, 4, 84]",2,<class 'torch.nn.modules.activation.Tanh'>,0.000695670312328522,495,0.5621265903283218,-0.2791960444731061,2,-3.1970565631310714,1,-2.3423131941952446,27,1000,12.7,1.2890117168426514
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.0029838804123523944,465,0.9386011882393446,-0.43913357025304167,3,-5.284690464448488,1,-1.5057009128160024,11,1000,9.4,0.3988595445950826
4,"[76, 47]",2,<class 'torch.nn.modules.activation.Tanh'>,0.03344525158159879,108,0.501853654227449,-1.6849619937320528,3,-6.262023430987524,3,-1.5659312753612409,8,1000,185.5,3.524944798151652
4,"[30, 61]",2,<class 'torch.nn.modules.activation.Tanh'>,0.04793659559303383,71,0.3225384453139784,-1.9963514234467945,1,-7.805510778166479,2,-0.8901471839866087,5,1000,9.1,0.3065407117207845
4,"[41, 26]",2,<class 'torch.nn.modules.activation.Tanh'>,0.12824358317172008,87,0.7844497774637522,-1.6774333583025547,1,-5.838216970018511,2,-2.88399106498108,36,1000,9.4,0.31215359767278034
4,"[11, 29]",2,<class 'torch.nn.modules.activation.Tanh'>,0.8028109885287129,150,0.3584907914948568,-1.5786407124109902,3,-1.756029955706408,1,-2.2521193461757774,35,1000,31.5,1.4175102353096007
4,[57],2,<class 'torch.nn.modules.activation.Tanh'>,0.005989762202966906,229,0.8097285431496529,-1.1259096794862729,1,-1.9496094432769593,2,-2.1147323342537425,34,1000,46.9,1.7612914443016052
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.0891714470882807,115,0.42635835848861714,-1.7696013711627674,3,-5.355882895227583,2,-2.9687421729942156,4,1000,28.7,0.7647387862205506
4,"[14, 115, 4]",2,<class 'torch.nn.modules.activation.Tanh'>,0.019542055834276147,296,0.6767408141720729,-0.7008610017912917,3,-6.458577891115311,1,-0.9472731158276968,28,802,500.0,5.353456433614095
4,"[17, 121, 4]",2,<class 'torch.nn.modules.activation.Tanh'>,0.02089941642644505,323,0.6839024616585283,-0.7343816635265034,3,-6.692360659079657,3,-0.9382642487858677,24,1000,9.4,0.5141187071800232
4,"[21, 76, 16]",2,<class 'torch.nn.modules.activation.Tanh'>,0.002428441923745911,327,0.6647730111898561,-0.6426832601433523,3,-7.807252423320843,2,-0.8708510487787536,28,1000,38.5,1.2485751628875732
4,"[195, 13]",2,<class 'torch.nn.modules.activation.Tanh'>,0.010983240112239074,68,0.739336855094198,-0.495724622675771,3,-6.401042311662869,1,-0.0172319827215085,40,1000,9.1,0.31224769353866577
4,"[67, 251, 243]",2,<class 'torch.nn.modules.activation.Tanh'>,0.044305984305234504,97,0.4261771567050189,-0.07121959489357332,3,-5.015242281168795,3,-1.231372003252523,20,1000,175.5,5.368136545022328
4,"[29, 63]",2,<class 'torch.nn.modules.activation.Tanh'>,0.008701927286766597,141,0.5934365357140077,-0.9530746657596537,3,-7.424846950744736,2,-1.9648113975976447,41,1000,9.4,0.3582399527231852
4,"[73, 246, 190]",2,<class 'torch.nn.modules.activation.Tanh'>,0.040775111337939804,89,0.4191550187229428,-0.04992736683726717,3,-4.795651689932193,3,-1.1836109843323899,21,1000,197.9,1.947535514831543
4,"[111, 138, 231]",2,<class 'torch.nn.modules.activation.Tanh'>,0.17381517939436028,85,0.49164101746777805,-0.323271759124962,3,-4.487361209344514,3,-0.5389513982220154,8,1000,62.1,3.384465050697327
4,"[60, 255, 22]",2,<class 'torch.nn.modules.activation.Tanh'>,0.025804280158545412,79,0.3878100790535039,-0.13202119731322265,3,-6.121772206961868,3,-1.1036857763991015,19,1000,157.2,1.895417288939158
4,"[38, 99, 78]",2,<class 'torch.nn.modules.activation.Tanh'>,0.06796104273791244,113,0.31330968329935904,-1.242023274377778,3,-4.530372186609101,3,-1.670661887389849,30,1000,29.9,1.2727403839429219
4,"[147, 47]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0037707994146548678,271,0.6121196712962145,-0.7839888193037597,3,-5.695924106564794,3,-0.5864893242330519,23,1000,9.1,0.46772780418396
4,"[76, 42, 9]",2,<class 'torch.nn.modules.activation.Tanh'>,0.29754730108743044,64,0.4795808932401854,-0.6591333548241318,2,-7.006906393238202,3,-1.784152782341368,13,1000,82.9,2.9884056448936462
4,"[45, 168]",2,<class 'torch.nn.modules.activation.Tanh'>,0.012730014116020687,125,0.7277650636188917,-0.23274445508208197,3,-4.646096618703743,2,-1.1334072727131277,9,1000,278.7,5.403216512997945
4,"[21, 178, 81]",2,<class 'torch.nn.modules.activation.Tanh'>,0.013529864857400447,130,0.7127217973648112,-0.28693128398915024,3,-2.757319712411424,2,-0.7583531064316522,30,990,500.0,2.878296196460724
4,"[22, 162]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0017131773940308698,139,0.7554026179008195,-0.22617710287110468,3,-1.7216559328107839,2,-0.2847447969272938,29,1000,29.1,1.4678735295931498
4,"[12, 95, 62]",2,<class 'torch.nn.modules.activation.Tanh'>,0.015619735256915093,171,0.8492940889773364,-0.5154783873089855,2,-2.6573394304176645,2,-0.6668789693303405,25,1000,133.1,4.883352820078532
4,"[42, 244, 153]",2,<class 'torch.nn.modules.activation.Tanh'>,0.005448462975368895,126,0.706130835938916,-0.36710933281642494,3,-0.6598141274063218,2,-1.1069095879313056,20,1000,111.7,3.158438038825989
4,"[16, 187, 49]",2,<class 'torch.nn.modules.activation.Tanh'>,0.010924491415171877,184,0.7100100209765193,-0.1626839274355641,3,-2.776358938474259,2,-1.3150795793818029,31,1000,55.2,1.0134483377138774
4,"[30, 175, 136]",2,<class 'torch.nn.modules.activation.Tanh'>,0.00010077676336404872,97,0.6295928163273625,-0.0029452565142136233,3,-5.026016064732098,1,-0.7701768254859856,22,1000,12.0,0.7369628230730693
4,"[9, 256, 36]",2,<class 'torch.nn.modules.activation.Tanh'>,0.014380628216799371,211,0.8807064144280181,-0.5352517153644871,3,-4.337232364647848,2,-1.0552213459757223,32,1000,130.8,7.555225471655528
4,[22],2,<class 'torch.nn.modules.activation.Tanh'>,0.06791892984407712,163,0.7306807640823332,-0.2102541302557585,2,-2.970132206533326,1,-1.3366696057209175,38,728,500.0,7.600998592376709
4,[19],2,<class 'torch.nn.modules.activation.Tanh'>,0.08637765624639064,175,0.7610270369448507,-0.378731232387711,2,-2.654539701241293,1,-0.426006710265256,39,869,500.0,4.75873894294103
4,[7],2,<class 'torch.nn.modules.activation.Tanh'>,0.3150686184732946,161,0.7741656215582429,-0.6008757999167368,2,-1.0942814518396209,1,-0.15588699330110112,43,1000,116.0,3.8656089226404826
4,[22],2,<class 'torch.nn.modules.activation.Tanh'>,0.07640433505739122,245,0.8421416199149274,-0.41329908617617406,2,-2.7449590437061566,1,-0.5001731636793882,38,247,500.0,1.995877778530121
4,[5],2,<class 'torch.nn.modules.activation.Tanh'>,0.09483869311274015,252,0.9916491547759955,-0.408310042924404,2,-3.3000686561801045,1,-0.3180008636228576,50,1000,215.6,6.051085559527079
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.428336686956211,339,0.9481065731335785,-0.8677637281703391,2,-2.361429490938742,1,-0.36421332465420536,38,1000,13.6,0.9088641126950582
4,[21],2,<class 'torch.nn.modules.activation.Tanh'>,0.16565875781449696,198,0.8380200311490187,-0.33593985684540373,2,-2.927463216077562,1,-0.4362480606680714,37,1000,380.6,9.781393937269847
4,[16],2,<class 'torch.nn.modules.activation.Tanh'>,0.06702652720368599,386,0.6783583678445914,-0.44260007684552083,2,-3.947477845396886,1,-0.1130463804341969,45,666,500.0,6.4586633761723835
4,[15],2,<class 'torch.nn.modules.activation.Tanh'>,0.0948756323218718,376,0.670821893378556,-0.4367323544817116,2,-3.8569002217910913,1,-0.030953533997708393,45,1000,410.7,11.687939508756001
4,[10],2,<class 'torch.nn.modules.activation.Tanh'>,0.06714782749627138,404,0.8067478673940176,-0.7444612937678543,2,-2.2221255695203204,1,-0.4852462575075499,49,893,500.0,5.461340554555258
4,[14],2,<class 'torch.nn.modules.activation.Tanh'>,0.17796992418632718,287,0.5741681161928045,-0.5841198095213739,1,-3.412412965826458,1,-0.15351927777950602,44,997,500.0,10.583849442005157
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.028042456780467108,244,0.8680831709115693,-0.18505671306643456,2,-4.067554405544961,1,-1.4306534810969576,47,1000,11.7,0.47720205783843994
4,[25],2,<class 'torch.nn.modules.activation.Tanh'>,0.058734388410171715,301,0.90603704140575,-0.4615963041460209,2,-3.2445688082822626,1,-0.9882587010344311,40,1000,343.6,9.127571201324463
4,[18],2,<class 'torch.nn.modules.activation.Tanh'>,0.12918552477540154,201,0.7870281751599802,-0.8515076260087188,2,-1.2515777824857142,1,-0.6636995779230273,42,1000,233.3,3.068235536416372
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.021904500325146056,363,0.5314175372145535,-0.6696003981192993,1,-3.5627628595120666,1,-0.7945722126749661,38,1000,16.5,0.6675885995229085
